Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.18,0.154,241.53,0.8,0,0,1,19,8,1
2.932,0.218,238.1,12.2,0,2,17,10,7,19
0.232,0.148,240.52,1.2,0,1,0,6,8,1
1.178,0.0,237.89,4.8,0,0,17,22,6,17
0.316,0.0,242.87,1.4,0,0,1,19,10,1
3.552,0.088,237.02,15.0,0,0,18,5,1,18
0.406,0.196,242.56,1.8,0,0,0,24,10,0
0.374,0.098,244.91,1.6,0,0,0,21,11,0
0.502,0.082,243.05,2.2,0,0,1,16,4,1
0.46,0.268,240.61,2.2,0,0,1,22,5,1
2.126,0.098,240.76,8.8,0,0,19,31,3,19
0.254,0.0,244.01,1.0,0,0,1,5,10,1
2.646,0.084,237.19,11.2,0,0,0,9,3,0
1.504,0.226,241.55,6.2,0,0,19,1,5,19
0.412,0.23,247.05,1.8,0,0,0,16,11,0
0.388,0.356,242.68,2.2,0,1,1,7,7,2
1.356,0.0,239.3,5.6,0,0,18,4,11,18
1.478,0.184,242.99,6.0,0,1,18,1,12,19
1.41,0.048,241.93,5.8,0,0,18,23,1,18
0.49,0.196,245.49,2.2,0,1,0,8,10,1
1.834,0.118,240.8,7.6,0,0,28,20,9,28
0.506,0.364,239.82,2.6,0,2,1,14,8,3
0.386,0.132,244.92,1.6,0,0,1,17,4,1
0.192,0.066,237.43,0.8,0,0,0,17,9,0
0.464,0.0,242.37,2.0,0,0,1,26,4,1
1.964,0.212,240.15,8.2,0,0,25,25,4,25
0.366,0.21,240.21,1.6,0,1,0,2,3,1
1.18,0.074,236.36,5.0,0,0,0,15,2,0
1.91,0.064,242.14,7.8,0,0,0,3,3,0
3.636,0.096,238.74,15.2,0,0,17,13,1,17
1.218,0.0,241.33,5.0,0,0,18,17,6,18
4.09,0.206,237.99,18.0,39,0,1,28,4,40
0.472,0.22,246.23,2.2,0,0,0,30,11,0
0.388,0.118,241.19,1.6,0,1,1,15,4,2
2.962,0.132,238.67,12.4,0,0,17,18,1,17
2.264,0.072,231.4,9.8,0,0,0,4,2,0
1.128,0.392,244.78,4.8,0,0,13,2,7,13
1.314,0.0,243.84,5.4,0,0,19,20,12,19
1.624,0.05,240.46,6.6,0,0,18,11,11,18
1.114,0.0,241.31,4.6,0,0,0,1,1,0
0.382,0.102,241.65,1.6,0,0,1,23,8,1
1.352,0.08,240.75,5.6,0,1,18,7,3,19
1.744,0.204,240.41,7.2,1,0,19,24,5,20
0.53,0.07,240.05,2.4,0,0,0,3,11,0
0.662,0.23,235.86,3.0,0,2,0,6,5,2
3.666,0.186,231.62,15.8,35,1,16,8,5,52
0.404,0.216,239.82,1.8,0,1,0,22,10,1
0.364,0.194,244.0,1.6,0,1,1,26,11,2
0.136,0.0,241.9,0.6,0,0,1,8,9,1
0.492,0.0,243.7,2.4,0,0,0,22,11,0
0.282,0.052,242.41,1.2,0,0,0,13,12,0
0.232,0.126,240.13,1.0,0,0,0,23,8,0
0.236,0.13,241.51,1.0,0,0,0,22,8,0
0.244,0.0,244.63,1.0,0,0,0,18,1,0
0.238,0.134,239.26,1.0,0,1,1,28,6,2
0.286,0.248,240.25,1.6,0,1,0,23,6,1
0.248,0.086,235.15,1.2,0,0,0,3,6,0
5.344,0.302,233.61,22.8,44,0,16,24,10,60
0.602,0.0,243.14,2.4,0,0,0,5,11,0
0.366,0.074,244.12,1.6,0,0,0,20,5,0
0.328,0.228,242.06,1.6,0,0,1,7,8,1
0.398,0.06,237.56,1.8,0,1,0,1,10,1
1.42,0.054,243.9,5.8,0,0,0,3,12,0
0.234,0.098,238.75,1.0,0,2,1,26,7,3
1.578,0.32,239.99,6.6,0,1,18,21,8,19
1.28,0.2,233.39,5.4,0,0,17,5,8,17
0.218,0.114,241.54,1.0,0,0,0,2,10,0
1.862,0.472,234.27,8.2,0,1,17,10,5,18
0.14,0.0,242.01,0.6,0,0,1,26,6,1
1.254,0.19,240.7,5.2,0,0,1,11,10,1
2.23,0.15,236.95,9.4,0,0,30,28,7,30
0.234,0.0,244.83,1.0,0,0,0,27,1,0
1.258,0.178,240.41,5.2,0,0,1,19,4,1
1.57,0.0,245.28,6.4,0,0,19,14,1,19
1.162,0.08,243.03,4.8,0,0,1,29,1,1
0.324,0.108,242.12,1.4,0,0,0,27,3,0
3.228,0.0,239.22,13.6,0,37,0,10,3,37
2.054,0.196,238.91,8.6,0,0,28,1,6,28
1.394,0.114,240.23,5.8,0,0,18,4,4,18
0.294,0.082,240.89,1.2,0,2,1,18,11,3
2.708,0.0,234.77,11.4,0,0,17,31,1,17
0.224,0.124,238.28,1.0,0,0,0,2,5,0
2.188,0.214,238.97,9.2,0,1,29,30,5,30
1.352,0.0,244.41,5.4,0,0,19,6,3,19
1.408,0.112,240.14,5.8,0,0,18,6,5,18
3.166,0.148,233.4,13.4,1,0,28,4,6,29
0.22,0.0,241.42,1.0,0,0,1,13,7,1
0.364,0.15,249.57,1.6,0,0,0,14,12,0
4.2,0.292,240.53,17.6,38,0,19,7,6,57
0.366,0.102,243.91,1.6,0,0,1,25,10,1
1.814,0.202,243.74,7.4,1,0,18,27,2,19
1.56,0.054,238.2,6.4,0,0,18,2,6,18
0.972,0.058,242.79,4.0,0,0,0,30,1,0
3.806,0.434,237.26,16.0,39,0,18,27,6,57
0.186,0.0,240.67,0.8,0,0,1,16,7,1
0.11,0.0,242.67,0.4,0,0,0,21,6,0
0.586,0.104,241.36,2.4,0,0,1,10,9,1
0.174,0.098,236.44,0.8,0,0,0,1,8,0
1.754,0.066,234.85,7.4,0,0,17,25,9,17
1.46,0.082,234.97,6.2,0,0,17,13,9,17
0.396,0.078,244.26,1.8,0,0,1,30,5,1
1.54,0.082,240.64,6.4,0,1,19,26,1,20
1.456,0.074,242.78,6.0,0,0,18,3,12,18
0.678,0.0,238.32,2.8,0,0,1,26,2,1
0.384,0.204,244.06,1.8,0,0,0,26,12,0
0.214,0.0,240.68,0.8,0,0,0,4,4,0
1.358,0.0,242.26,5.6,0,0,19,28,9,19
8.392,0.186,236.41,35.4,37,73,17,2,12,127
0.278,0.102,236.23,1.2,0,0,0,20,7,0
0.224,0.096,237.56,1.0,0,1,0,1,9,1
1.422,0.092,240.71,6.0,0,0,16,4,6,16
0.332,0.0,242.34,1.4,0,0,1,27,8,1
1.438,0.086,240.76,6.0,0,0,18,17,5,18
1.348,0.112,232.18,5.8,0,2,17,1,6,19
1.526,0.222,242.65,6.2,0,0,18,14,12,18
0.258,0.0,243.33,1.0,0,0,1,29,5,1
1.41,0.0,244.32,5.8,0,0,19,24,2,19
2.356,0.05,237.97,9.8,1,0,18,19,1,19
0.376,0.094,243.78,1.6,0,0,0,14,12,0
1.294,0.172,237.62,5.4,0,1,17,13,9,18
0.252,0.158,243.65,1.2,0,0,1,15,8,1
1.764,0.0,237.24,7.4,0,0,18,20,11,18
0.494,0.0,241.75,2.0,0,0,1,22,5,1
0.214,0.102,239.71,1.0,0,0,0,21,9,0
1.874,0.162,238.68,7.8,0,0,18,24,10,18
0.428,0.056,242.69,2.0,0,0,0,1,11,0
0.23,0.0,241.22,1.0,0,0,0,17,2,0
1.354,0.062,240.78,5.6,0,0,18,2,3,18
0.97,0.066,242.01,4.2,0,0,1,20,10,1
0.168,0.0,237.84,1.0,0,0,0,14,9,0
0.252,0.076,246.9,1.0,0,0,0,7,12,0
0.516,0.07,240.68,2.4,0,1,0,1,11,1
1.756,0.186,237.25,8.0,0,0,17,14,5,17
0.39,0.108,241.37,1.6,0,1,1,3,5,2
0.134,0.0,244.26,0.6,0,0,1,11,9,1
2.642,0.088,242.14,10.8,39,0,0,1,4,39
1.262,0.0,238.8,5.2,0,0,17,28,2,17
0.886,0.36,243.35,3.8,0,1,1,21,5,2
1.332,0.0,235.55,5.6,0,0,17,28,5,17
0.206,0.172,240.94,1.2,0,0,0,18,8,0
2.88,0.438,239.13,12.0,39,0,1,30,5,40
0.46,0.084,241.02,1.8,0,1,1,31,1,2
0.264,0.13,242.36,1.2,0,2,0,25,7,2
1.588,0.074,236.56,6.6,0,0,17,9,11,17
1.442,0.06,239.6,6.0,0,0,17,22,12,17
0.562,0.276,243.64,2.6,1,0,0,14,7,1
0.222,0.0,243.7,1.0,0,0,0,26,11,0
0.188,0.0,239.41,1.0,0,0,0,23,6,0
0.308,0.244,242.82,1.6,0,1,0,8,7,1
0.182,0.092,237.75,0.8,0,0,0,13,6,0
1.43,0.108,245.41,5.8,0,0,19,12,3,19
0.342,0.132,246.02,1.4,0,0,1,13,12,1
0.424,0.296,230.48,2.2,0,1,0,20,7,1
0.254,0.106,241.24,1.2,0,0,0,25,8,0
0.424,0.256,242.74,2.0,0,1,0,13,3,1
0.304,0.088,245.54,1.2,0,1,0,5,2,1
0.396,0.356,241.29,2.2,0,1,0,22,7,1
0.726,0.084,242.64,3.0,0,0,0,27,1,0
0.226,0.0,244.15,1.0,0,0,0,2,2,0
0.926,0.168,242.57,3.8,0,0,12,19,5,12
1.784,0.252,239.0,8.2,0,0,18,17,3,18
0.244,0.0,243.46,1.0,0,0,1,14,4,1
1.394,0.084,240.44,5.8,0,1,19,20,4,20
0.304,0.078,243.72,1.2,0,0,0,22,10,0
0.228,0.0,245.32,1.0,0,0,0,8,2,0
0.972,0.356,240.25,4.2,0,1,12,20,8,13
0.214,0.0,239.38,0.8,0,0,0,8,4,0
0.564,0.168,244.54,2.4,0,0,0,20,12,0
1.222,0.162,240.36,5.0,0,0,11,19,6,11
0.206,0.052,239.34,1.0,0,0,1,22,5,1
1.212,0.212,240.91,5.0,0,2,0,11,11,2
1.912,0.084,235.14,8.0,0,0,0,17,3,0
0.398,0.224,240.75,1.8,0,0,0,21,5,0
0.242,0.0,240.53,1.0,0,0,0,19,2,0
1.24,0.068,238.24,5.2,0,0,17,12,6,17
0.394,0.116,244.64,1.6,0,0,1,16,4,1
0.382,0.0,244.76,1.8,0,0,0,13,2,0
1.338,0.0,240.78,5.6,0,0,0,12,11,0
1.364,0.074,246.19,5.4,0,0,0,27,12,0
1.368,0.0,245.66,5.4,0,0,19,12,3,19
1.286,0.0,238.96,5.4,0,0,18,1,7,18
1.514,0.338,240.2,6.4,0,1,19,2,6,20
1.38,0.242,240.43,5.8,0,1,18,3,8,19
0.104,0.0,242.01,0.4,0,0,0,17,8,0
1.234,0.188,239.1,5.2,1,0,1,23,9,2
0.404,0.22,240.86,2.0,0,2,1,13,9,3
1.492,0.112,249.05,6.0,0,1,20,18,12,21
0.144,0.0,242.71,0.6,0,0,1,24,9,1
0.246,0.146,239.09,1.2,0,1,0,24,6,1
0.556,0.06,242.6,2.4,0,0,0,31,10,0
1.284,0.0,240.56,5.2,0,0,18,21,3,18
0.824,0.128,241.53,5.4,7,1,1,23,3,9
0.27,0.0,241.16,1.2,0,0,0,3,4,0
0.228,0.0,238.42,1.0,0,0,0,15,11,0
0.304,0.084,238.24,1.2,0,0,1,7,6,1
0.652,0.214,240.73,2.8,0,1,1,26,4,2
1.31,0.074,240.4,5.4,0,0,19,18,9,19
0.81,0.23,240.05,3.4,0,0,12,18,8,12
0.666,0.228,236.92,3.0,0,0,1,3,9,1
0.272,0.108,240.95,1.2,0,0,1,8,6,1
0.324,0.08,241.51,1.4,0,0,0,19,2,0
0.292,0.0,246.06,1.4,0,0,1,7,1,1
1.538,0.368,238.91,6.6,0,0,18,13,6,18
0.308,0.0,241.86,1.2,0,0,0,20,8,0
4.38,0.13,239.94,18.2,38,2,18,5,7,58
2.468,0.272,239.54,10.4,0,20,0,3,10,20
0.254,0.124,241.98,1.2,0,0,1,4,8,1
1.29,0.058,238.85,5.4,0,0,18,12,6,18
0.588,0.118,242.23,2.4,1,0,1,21,6,2
0.268,0.0,246.54,1.0,0,0,1,10,4,1
1.03,0.1,241.14,4.2,0,0,1,17,6,1
1.48,0.106,236.2,6.2,0,0,18,24,4,18
3.772,0.18,236.73,15.8,0,2,17,26,1,19
2.34,0.0,237.23,9.8,0,0,18,21,2,18
0.216,0.0,244.85,1.0,0,0,0,22,1,0
1.316,0.068,239.92,5.4,0,0,18,23,9,18
2.52,0.3,240.33,10.6,0,1,0,20,11,1
4.616,0.146,233.88,19.6,0,0,0,8,2,0
1.28,0.0,239.16,5.2,0,0,18,17,3,18
1.47,0.104,241.3,6.0,1,0,17,19,1,18
0.212,0.134,241.46,1.0,0,0,0,18,8,0
0.228,0.098,242.55,1.0,0,1,1,28,9,2
0.218,0.054,239.88,1.0,0,0,0,26,11,0
3.002,0.39,236.47,12.8,0,2,28,12,10,30
1.81,0.18,242.34,7.4,0,0,19,4,11,19
0.296,0.076,243.42,1.2,0,1,0,25,3,1
1.302,0.0,242.02,5.4,0,0,18,18,12,18
1.332,0.0,242.38,5.4,0,0,18,28,3,18
1.538,0.0,232.98,6.6,0,0,17,26,5,17
0.396,0.11,244.43,1.8,0,0,0,13,4,0
0.326,0.108,241.51,1.4,0,0,0,21,2,0
1.312,0.054,238.29,5.4,0,0,18,9,7,18
0.262,0.116,240.72,1.2,0,0,1,27,5,1
2.58,0.0,237.76,10.8,1,0,0,12,2,1
0.472,0.0,242.12,2.0,0,0,0,4,4,0
0.306,0.074,239.37,1.2,0,0,0,28,10,0
0.08,0.0,240.06,0.2,0,0,0,8,8,0
0.316,0.222,241.46,1.6,0,0,1,10,9,1
0.306,0.07,243.32,1.2,0,0,1,25,5,1
0.318,0.086,240.7,1.2,0,0,1,12,10,1
1.778,0.054,244.46,7.2,0,0,18,29,1,18
1.254,0.0,237.96,5.2,0,0,0,31,1,0
3.08,0.164,233.06,13.4,0,0,17,5,2,17
1.714,0.09,238.64,7.2,0,0,18,22,6,18
0.274,0.204,234.6,1.4,0,1,0,27,4,1
0.576,0.058,242.24,2.4,0,0,0,25,12,0
0.69,0.07,244.17,2.8,0,1,0,26,1,1
0.252,0.108,242.77,1.0,0,2,0,29,7,2
0.34,0.23,241.42,1.6,0,1,1,16,7,2
0.188,0.0,239.38,1.0,0,0,0,5,7,0
0.378,0.082,242.0,1.6,0,0,1,4,10,1
7.68,0.09,228.82,33.6,76,0,16,14,1,92
0.402,0.068,245.04,1.6,0,1,0,22,2,1
0.232,0.0,244.06,1.0,0,0,1,24,5,1
0.4,0.0,243.51,1.8,0,0,0,5,12,0
0.174,0.0,240.75,0.8,0,0,0,1,7,0
0.884,0.126,241.12,3.6,0,0,1,4,5,1
1.658,0.326,234.98,7.2,0,4,17,3,6,21
1.384,0.0,234.81,5.8,0,0,18,6,5,18
0.34,0.102,244.29,1.4,0,0,1,30,4,1
0.378,0.076,240.7,1.6,2,0,1,6,10,3
1.578,0.312,243.04,6.6,0,2,18,17,10,20
0.596,0.052,244.81,2.4,0,0,0,27,1,0
0.5,0.092,242.11,2.2,0,0,0,4,3,0
1.42,0.186,238.44,6.0,0,1,18,25,6,19
2.318,0.098,245.97,9.4,0,0,0,7,1,0
0.398,0.124,244.78,1.8,0,0,1,17,5,1
1.51,0.06,240.59,6.2,0,0,18,19,4,18
0.436,0.294,244.32,2.2,0,2,1,21,7,3
1.71,0.332,240.95,7.2,0,1,1,17,4,2
3.64,0.092,238.51,15.2,38,0,19,26,3,57
1.438,0.186,241.51,6.0,0,0,19,12,5,19
2.068,0.0,240.79,8.6,0,0,18,19,1,18
1.944,0.0,241.93,8.0,0,0,19,26,1,19
3.956,0.206,240.21,16.4,0,39,17,7,1,56
0.208,0.0,243.26,1.0,0,0,1,19,6,1
0.154,0.0,239.25,0.6,0,0,1,2,8,1
1.508,0.232,240.86,6.2,0,1,19,17,5,20
0.94,0.228,244.24,4.0,0,0,0,31,8,0
1.27,0.0,240.14,5.2,0,0,18,30,10,18
3.978,0.692,240.61,16.8,0,0,19,8,4,19
1.316,0.124,239.13,5.4,0,0,18,20,5,18
0.336,0.076,242.31,1.4,0,1,0,19,10,1
1.546,0.0,240.73,6.4,0,1,17,10,1,18
0.192,0.158,242.92,1.0,0,0,1,13,8,1
0.27,0.242,239.75,1.4,0,1,0,27,8,1
0.244,0.0,244.56,1.2,0,0,1,6,9,1
1.432,0.124,240.5,6.0,0,0,19,10,4,19
1.776,0.126,239.55,7.6,0,0,22,24,4,22
2.874,0.0,239.47,12.0,0,0,18,25,11,18
1.338,0.114,242.1,5.4,0,0,19,7,7,19
0.302,0.12,248.76,1.2,0,0,0,23,12,0
0.138,0.0,241.93,0.6,0,0,1,30,6,1
0.932,0.264,238.84,4.2,1,0,1,4,5,2
1.454,0.178,241.29,6.0,0,0,18,10,4,18
1.394,0.0,245.14,5.6,0,0,18,8,12,18
3.056,0.058,238.16,12.8,0,0,0,27,1,0
0.362,0.092,241.34,1.6,0,0,1,6,5,1
0.978,0.156,242.38,4.6,0,1,13,26,6,14
1.27,0.112,237.93,5.4,0,0,0,24,8,0
4.904,0.052,242.93,20.6,0,51,18,28,1,69
0.312,0.0,240.99,1.4,0,0,0,27,4,0
1.37,0.0,240.1,5.8,0,0,18,11,4,18
0.824,0.0,239.51,3.6,0,0,0,23,11,0
1.266,0.246,242.3,5.2,2,4,0,10,2,6
2.1,0.152,246.7,8.4,0,0,0,28,12,0
2.836,0.236,242.63,11.8,0,1,18,18,10,19
1.348,0.0,240.22,5.6,0,0,18,21,4,18
1.808,0.14,240.55,7.4,0,0,18,9,4,18
1.286,0.0,240.24,5.2,0,0,17,3,4,17
0.17,0.094,235.29,0.8,0,0,0,1,8,0
1.526,0.198,242.52,6.2,0,0,18,22,4,18
0.386,0.222,245.15,1.8,0,0,0,13,3,0
0.218,0.114,235.72,1.0,0,0,0,2,5,0
0.216,0.0,244.02,0.8,0,0,0,5,4,0
0.24,0.094,240.94,1.0,0,1,1,16,7,2
6.026,0.338,235.36,25.6,0,72,17,15,12,89
0.534,0.092,240.62,2.4,0,0,0,7,2,0
1.178,0.0,240.61,4.8,0,17,0,16,6,17
4.754,0.25,236.25,20.6,14,0,17,4,2,31
0.282,0.122,240.68,1.2,0,0,1,22,9,1
0.234,0.09,243.61,1.0,0,0,1,23,7,1
0.244,0.0,245.74,1.0,0,0,1,18,12,1
1.406,0.086,240.36,5.8,0,0,18,1,3,18
0.384,0.066,244.52,1.6,0,0,1,17,2,1
1.4,0.21,235.9,6.0,1,0,18,12,9,19
0.342,0.086,243.37,1.4,0,0,0,7,4,0
0.322,0.21,241.49,1.6,0,1,0,23,7,1
0.438,0.056,245.65,1.8,0,0,1,14,2,1
0.276,0.21,240.4,1.4,0,2,0,13,9,2
0.27,0.12,240.64,1.2,0,0,1,7,9,1
0.802,0.14,243.51,3.6,0,0,0,2,9,0
0.396,0.104,243.38,1.6,0,0,0,28,11,0
2.626,0.074,242.49,10.8,0,0,19,8,2,19
0.254,0.0,242.29,1.0,0,0,0,10,10,0
0.182,0.148,240.14,0.8,0,0,1,7,8,1
0.456,0.052,242.28,1.8,0,0,1,22,10,1
3.288,0.174,244.49,13.6,0,35,1,3,1,36
0.318,0.052,244.5,1.4,0,0,0,17,1,0
1.404,0.172,237.98,5.8,0,0,18,3,10,18
0.318,0.068,241.12,1.4,0,2,0,7,1,2
1.616,0.0,242.34,6.6,1,0,18,8,6,19
0.398,0.184,241.66,1.8,0,0,1,18,10,1
0.31,0.094,237.87,1.4,0,0,0,15,11,0
1.558,0.068,243.07,6.4,0,2,18,26,12,20
1.426,0.048,244.25,5.8,2,0,19,16,2,21
0.398,0.11,244.25,1.6,0,2,1,12,6,3
0.258,0.0,242.54,1.0,0,0,1,12,4,1
1.422,0.076,239.37,5.8,0,0,19,6,7,19
2.942,0.0,237.74,12.4,0,0,17,18,11,17
0.232,0.0,243.75,1.0,0,0,0,11,1,0
1.672,0.094,237.9,7.0,0,0,18,31,1,18
1.728,0.0,246.37,7.0,0,0,19,9,1,19
1.442,0.0,243.21,5.8,0,0,0,24,11,0
1.49,0.166,239.23,6.2,0,0,18,13,11,18
1.34,0.0,238.65,5.6,0,0,0,21,12,0
2.058,0.132,232.47,9.0,0,0,0,21,1,0
1.42,0.0,237.56,6.0,0,0,17,20,10,17
1.348,0.052,237.85,5.6,0,0,18,13,5,18
0.316,0.21,239.43,1.6,0,0,1,27,6,1
0.348,0.294,234.84,1.8,0,1,0,18,7,1
0.22,0.098,241.54,1.0,0,0,0,29,6,0
0.294,0.096,240.01,1.4,0,1,1,17,8,2
1.656,0.2,240.1,7.0,0,0,18,8,5,18
0.142,0.0,243.98,0.6,0,0,1,20,6,1
2.626,0.088,241.24,10.8,38,0,0,21,2,38
1.64,0.328,243.51,6.8,0,1,18,8,1,19
3.698,0.056,237.12,15.6,0,0,17,23,12,17
0.376,0.076,238.83,1.8,0,1,1,14,11,2
0.332,0.094,245.96,1.4,0,0,1,21,10,1
1.562,0.232,244.98,6.4,0,2,19,5,11,21
0.334,0.11,242.45,1.4,0,1,1,17,4,2
2.878,0.476,240.03,12.2,1,1,17,18,1,19
0.374,0.114,242.92,1.6,0,1,0,21,4,1
0.534,0.066,239.13,2.4,0,0,0,2,11,0
1.928,0.242,242.92,8.0,1,1,19,26,12,21
0.316,0.096,243.54,1.4,0,0,0,30,11,0
0.422,0.278,240.54,2.0,0,0,0,13,6,0
0.288,0.056,240.04,1.2,0,0,1,12,10,1
0.352,0.208,241.25,1.6,0,1,0,9,6,1
0.826,0.082,240.63,3.4,0,0,9,20,10,9
0.25,0.0,243.95,1.0,0,0,0,19,2,0
0.198,0.0,243.35,1.0,0,0,1,14,6,1
0.112,0.0,236.46,0.6,0,0,0,10,5,0
0.496,0.098,242.55,2.0,0,0,0,16,1,0
0.302,0.252,239.85,1.6,0,1,1,24,9,2
1.254,0.088,235.29,5.6,0,1,15,17,7,16
0.102,0.0,239.55,0.4,0,0,0,19,8,0
0.912,0.472,238.74,4.2,0,0,0,23,8,0
0.79,0.248,242.0,3.4,0,2,1,20,7,3
1.582,0.054,239.88,6.6,0,0,17,6,4,17
0.33,0.098,241.22,1.4,0,0,1,2,10,1
1.662,0.322,239.85,7.0,0,1,19,17,4,20
0.204,0.104,239.78,1.0,0,0,0,7,9,0
0.332,0.086,244.31,1.4,0,0,0,21,2,0
0.254,0.096,242.46,1.2,0,1,1,2,9,2
0.59,0.414,240.88,3.2,0,0,1,26,6,1
0.246,0.122,241.23,1.0,0,0,0,23,7,0
1.466,0.046,240.9,6.0,0,0,18,8,2,18
0.384,0.134,244.89,1.6,0,0,1,27,1,1
1.348,0.06,239.24,5.6,0,0,17,1,2,17
1.746,0.148,238.48,8.6,23,0,0,4,4,23
1.476,0.0,231.5,6.4,0,0,17,1,8,17
1.804,0.0,238.6,7.4,1,0,18,20,5,19
0.876,0.226,238.74,3.8,0,0,11,14,6,11
0.314,0.206,242.44,1.4,0,1,1,14,9,2
1.702,0.372,241.48,7.2,0,0,18,7,3,18
0.316,0.092,234.83,1.6,0,0,0,4,5,0
0.412,0.192,240.42,1.8,0,1,1,21,4,2
1.384,0.0,240.02,5.8,0,0,18,27,3,18
0.79,0.214,241.24,3.6,0,0,7,23,4,7
1.584,0.186,238.95,6.6,0,0,17,23,3,17
0.78,0.196,238.26,3.4,0,0,0,27,7,0
1.26,0.342,235.47,5.6,0,1,0,27,4,1
0.416,0.23,241.7,1.8,0,0,1,14,3,1
1.668,0.124,241.46,6.8,0,1,0,1,1,1
1.478,0.0,245.12,6.0,0,0,19,18,1,19
0.514,0.062,245.59,2.2,0,0,0,20,12,0
3.158,0.0,236.67,13.4,0,0,17,16,1,17
1.874,0.196,241.95,7.8,0,1,19,8,6,20
0.176,0.048,240.87,0.8,0,0,0,4,7,0
2.866,0.13,236.08,12.0,0,0,18,30,1,18
0.464,0.12,242.14,2.2,0,1,0,23,5,1
1.34,0.066,237.86,5.6,0,0,18,21,3,18
0.486,0.168,243.83,2.0,0,0,0,7,4,0
3.334,0.26,235.34,14.2,0,36,0,6,9,36
2.142,0.0,238.29,9.0,0,0,18,4,12,18
0.41,0.0,244.27,1.8,0,0,0,12,11,0
0.324,0.0,244.1,1.4,0,0,0,25,1,0
0.178,0.0,239.42,0.8,0,0,0,19,5,0
1.41,0.058,237.59,5.8,0,0,18,10,5,18
0.882,0.16,238.72,3.8,0,1,0,21,1,1
0.294,0.1,242.41,1.2,0,0,0,27,2,0
0.4,0.196,242.04,1.8,0,0,0,10,7,0
0.288,0.0,247.77,1.2,0,0,0,9,1,0
3.62,0.048,239.98,15.0,38,0,18,31,3,56
0.3,0.088,241.42,1.2,0,0,0,1,2,0
0.33,0.122,241.93,1.4,0,0,0,12,4,0
6.398,0.054,234.28,27.4,27,73,0,2,5,100
0.222,0.0,243.76,0.8,0,0,0,22,3,0
0.218,0.108,239.27,1.0,0,1,1,18,8,2
3.68,0.47,236.54,15.8,1,26,17,8,6,44
0.168,0.0,242.9,0.8,0,0,1,10,7,1
0.302,0.0,244.47,1.2,0,0,0,29,3,0
3.034,0.05,244.26,12.4,40,0,0,15,3,40
2.398,0.0,240.14,10.0,0,0,18,3,1,18
0.244,0.122,239.59,1.0,0,2,1,10,6,3
2.522,0.372,239.07,10.6,1,0,0,21,11,1
0.326,0.19,241.19,1.6,0,0,0,10,7,0
1.412,0.1,241.3,5.8,0,0,0,9,2,0
0.572,0.048,244.73,2.4,0,0,0,17,12,0
2.29,0.128,240.11,9.4,0,1,18,11,4,19
0.302,0.106,240.89,1.2,0,2,0,11,4,2
0.338,0.108,240.35,1.4,0,0,1,26,4,1
1.36,0.066,241.29,5.6,0,0,19,22,9,19
0.884,0.286,245.63,3.8,0,0,12,23,7,12
2.04,0.072,238.39,8.6,0,0,18,27,4,18
1.576,0.1,239.29,6.6,0,1,18,29,9,19
1.852,0.064,239.0,7.6,1,0,17,5,11,18
1.128,0.246,237.27,4.8,0,1,0,13,10,1
1.42,0.05,236.85,6.0,0,0,18,21,11,18
0.462,0.184,242.89,2.0,0,0,0,12,10,0
0.27,0.228,239.06,1.4,0,0,0,17,8,0
0.232,0.0,241.31,1.0,0,1,0,4,3,1
0.294,0.15,242.47,1.6,0,0,1,13,7,1
0.382,0.176,241.58,1.6,0,1,0,28,12,1
1.488,0.102,244.13,6.0,0,1,19,3,12,20
0.306,0.048,240.94,1.2,0,1,1,2,10,2
1.494,0.152,242.37,6.2,1,0,0,28,1,1
0.604,0.046,238.51,2.6,1,0,0,12,10,1
0.248,0.0,241.54,1.0,0,0,0,30,10,0
0.22,0.086,240.07,1.0,0,0,1,26,6,1
4.188,0.392,236.37,17.8,38,0,18,28,5,56
1.566,0.288,240.27,6.6,0,1,18,20,2,19
0.22,0.0,240.11,1.0,0,0,0,9,10,0
1.238,0.0,239.02,5.2,0,0,18,12,9,18
1.52,0.246,244.1,6.2,0,0,19,8,12,19
0.614,0.084,244.11,2.6,0,0,1,16,3,1
2.334,0.104,237.9,9.8,0,0,17,14,9,17
1.7,0.0,237.51,7.2,1,0,18,17,5,19
0.31,0.238,241.32,1.6,0,0,1,2,8,1
0.282,0.098,239.17,1.2,0,0,1,8,7,1
4.06,0.192,232.62,17.4,0,2,16,16,2,18
0.358,0.11,245.41,1.6,0,0,0,28,2,0
2.67,0.302,239.29,11.2,39,0,0,30,5,39
1.054,0.072,241.37,4.4,0,0,1,16,7,1
3.944,0.1,238.94,16.6,0,60,0,15,3,60
1.148,0.0,240.32,4.8,0,0,1,1,6,1
0.332,0.348,243.06,1.8,0,1,0,15,6,1
0.932,0.292,241.57,4.0,0,0,12,25,8,12
1.538,0.324,241.19,6.4,0,1,18,25,3,19
0.836,0.066,247.11,3.4,0,0,0,9,2,0
0.372,0.046,244.75,1.6,0,1,0,30,3,1
0.35,0.106,241.15,1.4,0,0,1,19,5,1
1.564,0.254,242.8,6.4,0,0,19,17,1,19
0.266,0.0,242.49,1.0,0,0,0,6,11,0
1.706,0.112,237.64,7.4,0,23,0,26,9,23
